AVERAGE PRECISION = 0.8033898305084746 
lat, long, sf, bw, lsnr, RSSI, len, tmst_dif, TESTE, PREDICT, PROB, DECISION 
[38.723804, -9.161392, 12, 125, -13.5, -117.0, 28, 8990] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -13.2, -117.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -14.0, -117.0, 28, 58060] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -16.0, -117.0, 28, 4025] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.5, -118.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -17.0, -111.0, 28, 4005] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -16.2, -113.0, 28, 54036] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.2, -117.0, 28, 62064] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.0, -118.0, 28, 4064] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -15.5, -113.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.2, -112.0, 28, 68090] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.8, -118.0, 28, 63987] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.8, -117.0, 28, 5005] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.5, -115.0, 28, 61063] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -13.2, -117.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.8, -117.0, 28, 56058] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -14.2, -116.0, 28, 4064] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -14.0, -119.0, 28, 5005] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.5, -117.0, 28, 8009] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.2, -117.0, 28, 69092] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.5, -115.0, 28, 3984] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.5, -118.0, 28, 55037] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.8, -117.0, 28, 5005] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.8, -115.0, 28, 3964] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.0, -118.0, 28, 67069] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.8, -114.0, 28, 4064] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.5, -117.0, 28, 61063] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.8, -117.0, 28, 58060] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.8, -118.0, 28, 5005] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.0, -115.0, 28, 9010] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -13.2, -117.0, 28, 4925] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -13.0, -118.0, 28, 59062] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.8, -115.0, 28, 57079] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.2, -116.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.5, -117.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.8, -117.0, 28, 52054] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.5, -117.0, 28, 9090] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.0, -116.0, 28, 63065] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.2, -118.0, 28, 60062] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.5, -117.0, 28, 3985] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.2, -118.0, 28, 123108] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.0, -115.0, 28, 3964] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -13.5, -116.0, 28, 130155] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -10.2, -118.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.0, -118.0, 28, 57059] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -12.5, -118.0, 28, 4004] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -14.5, -116.0, 28, 5006] 		, 0 , 0 , [1. 0.]	 , NORMAL
[38.723804, -9.161392, 12, 125, -11.0, -118.0, 28, 8009] 		, 0 , 0 , [1. 0.]	 , NORMAL
